,id,alias,name,image_url,is_closed,url,review_count,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,station_id
118,Ipcdle852xIuI1L5kCYAvA,les-torchés-montréal,Les Torchés,https://s3-media1.fl.yelpcdn.com/bphoto/Hnh44-35zY5jk9TpLqkWyA/o.jpg,False,https://www.yelp.com/biz/les-torch%C3%A9s-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,36.0,4.0,[],$$,+15145646011,+1 514-564-6011,517.9334220287011,45.5208508,-73.58559293743438,74 Avenue du Mont-Royal E,,,Montreal,H2T 1N7,CA,QC,"['74 Avenue du Mont-Royal E', 'Montreal, QC H2T 1N7', 'Canada']",a32e2261fca6732a8f47eec9fef69017
119,ml_Fo07EBZQ8uSSnvkZb3A,buvette-chez-simone-montréal-3,Buvette Chez Simone,https://s3-media4.fl.yelpcdn.com/bphoto/vIPjmwHRrFbo2bWEPwRwdg/o.jpg,False,https://www.yelp.com/biz/buvette-chez-simone-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,118.0,4.5,[],$$,+15147506577,+1 514-750-6577,403.7885263631135,45.51888,-73.59341,4869 Avenue du Parc,,,Montreal,H2V 4E7,CA,QC,"['4869 Avenue du Parc', 'Montreal, QC H2V 4E7', 'Canada']",a32e2261fca6732a8f47eec9fef69017
120,hQjNgFcp9gHbTPdomCXvrA,bar-suzanne-montréal,Bar Suzanne,https://s3-media2.fl.yelpcdn.com/bphoto/c1guln0Q3LRa7B-p0tOHfA/o.jpg,False,https://www.yelp.com/biz/bar-suzanne-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,48.0,4.0,[],$$,+14383873007,+1 438-387-3007,790.6396113119965,45.5172616,-73.5789737,20 Avenue Duluth E,,,Montreal,H2W 1G6,CA,QC,"['20 Avenue Duluth E', 'Montreal, QC H2W 1G6', 'Canada']",a32e2261fca6732a8f47eec9fef69017
121,MaZ7AhdfZiyJGcfbX_3JTQ,le-a-bar-montréal,Le A Bar,https://s3-media2.fl.yelpcdn.com/bphoto/tOPUlngL4F2QSsy_qB0xwQ/o.jpg,False,https://www.yelp.com/biz/le-a-bar-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,15.0,4.5,[],$$,+15144392669,+1 514-439-2669,798.9079076346495,45.5200243,-73.5798761,213 Rue Rachel E,,,Montreal,H2W 1E4,CA,QC,"['213 Rue Rachel E', 'Montreal, QC H2W 1E4', 'Canada']",a32e2261fca6732a8f47eec9fef69017
122,p94oHG7K9BqcMVVOlkzhPg,larrys-montréal,larrys,https://s3-media2.fl.yelpcdn.com/bphoto/t5ci-FlGOvkZZV-hBHzXoA/o.jpg,False,https://www.yelp.com/biz/larrys-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,108.0,4.5,[],$$,,,908.969426021136,45.52407441775497,-73.5946929842611,5201 Boulevard Saint Laurent,,,Montreal,H2T 1S4,CA,QC,"['5201 Boulevard Saint Laurent', 'Montreal, QC H2T 1S4', 'Canada']",a32e2261fca6732a8f47eec9fef69017
123,xgcVMrwfGjugeR1Nmj6Nww,bar-henrietta-montréal,Bar Henrietta,https://s3-media4.fl.yelpcdn.com/bphoto/ihsTkPOZho0VrNNdoFEXHg/o.jpg,False,https://www.yelp.com/biz/bar-henrietta-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,42.0,4.0,[],$$,+15142764282,+1 514-276-4282,665.8170110265316,45.52162403180072,-73.59435429018002,115 Avenue Laurier O,,,Montreal,H2T 2N6,CA,QC,"['115 Avenue Laurier O', 'Montreal, QC H2T 2N6', 'Canada']",a32e2261fca6732a8f47eec9fef69017
124,6SArrlMdEw0JbO9UxtmlMQ,bar-plan-b-montréal-3,Bar Plan B,https://s3-media2.fl.yelpcdn.com/bphoto/b-QTiz4yBL-MW2ghuoKC8g/o.jpg,False,https://www.yelp.com/biz/bar-plan-b-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,35.0,3.5,[],$$,+15148456060,+1 514-845-6060,821.4545441268804,45.52325,-73.5838,327 Avenue du Mont-Royal E,,,Montreal,H2T 1P8,CA,QC,"['327 Avenue du Mont-Royal E', 'Montreal, QC H2T 1P8', 'Canada']",a32e2261fca6732a8f47eec9fef69017
125,zrosikSitR0JcwqR-3nYOg,le-bayou-bar-montréal,Le Bayou Bar,https://s3-media1.fl.yelpcdn.com/bphoto/08Dkc1EEcWSnnQLkgGJcHA/o.jpg,False,https://www.yelp.com/biz/le-bayou-bar-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,2.0,4.0,[],$$$$,+15142842804,+1 514-284-2804,628.0200134933702,45.51755,-73.58109,4134 Boulevard Saint-Lauren,,,Montreal,H2W 1Y8,CA,QC,"['4134 Boulevard Saint-Lauren', 'Montreal, QC H2W 1Y8', 'Canada']",a32e2261fca6732a8f47eec9fef69017
126,7q2GyT57Mg0QZGWW2g_SGg,chez-serge-montréal-2,Chez Serge,https://s3-media2.fl.yelpcdn.com/bphoto/HRIhR9oN1TjrK_ImwD4yjA/o.jpg,False,https://www.yelp.com/biz/chez-serge-montr%C3%A9al-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,35.0,4.0,[],$$,+15142703262,+1 514-270-3262,513.0576918792551,45.518814,-73.583118,4281 Boulevard Saint-Laurent,,,Montreal,H2T 1S5,CA,QC,"['4281 Boulevard Saint-Laurent', 'Montreal, QC H2T 1S5', 'Canada']",a32e2261fca6732a8f47eec9fef69017
127,t_lzZWjLB5fcFzqB730VcA,bar-kabinet-montréal-2,Bar Kabinet,https://s3-media1.fl.yelpcdn.com/bphoto/_Zkm3qCRfNaj6u_x_eiW8w/o.jpg,False,https://www.yelp.com/biz/bar-kabinet-montr%C3%A9al-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,30.0,4.0,[],$$,+15142793555,+1 514-279-3555,674.9190428292659,45.521972377521,-73.5938597635071,92 Avenue Laurier O,,,Montreal,H2T 2N4,CA,QC,"['92 Avenue Laurier O', 'Montreal, QC H2T 2N4', 'Canada']",a32e2261fca6732a8f47eec9fef69017
128,G0wnPbOROYiOn5kp9rTMfg,datcha-montréal-4,Datcha,https://s3-media4.fl.yelpcdn.com/bphoto/2uYheorg3kJKmWRqtwGn2w/o.jpg,False,https://www.yelp.com/biz/datcha-montr%C3%A9al-4?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,20.0,3.5,[],$$$,+15142793555,+1 514-279-3555,655.023234199042,45.52185,-73.5935,98 Avenue Laurier O,,,Montreal,H2T 2N4,CA,QC,"['98 Avenue Laurier O', 'Montreal, QC H2T 2N4', 'Canada']",a32e2261fca6732a8f47eec9fef69017
129,W2xOWSsxBgZbeMmd3bVWTQ,primetime-lounge-montréal,Primetime Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/1VU9VnJn8LMY6TTL2khPSQ/o.jpg,False,https://www.yelp.com/biz/primetime-lounge-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,8.0,4.0,[],$,+15144958332,+1 514-495-8332,498.1351527238147,45.51892,-73.59484,5008 Du Parc Av,,,Montreal,H2V 4E8,CA,QC,"['5008 Du Parc Av', 'Montreal, QC H2V 4E8', 'Canada']",a32e2261fca6732a8f47eec9fef69017
130,jfYlk4SmJyyOi9zU5rrNdw,l-escogriffe-bar-spectacle-montréal,L'Escogriffe Bar Spectacle,https://s3-media2.fl.yelpcdn.com/bphoto/K7HrEiLCMvohr4TBYnx69A/o.jpg,False,https://www.yelp.com/biz/l-escogriffe-bar-spectacle-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,18.0,4.5,[],$,+15148427244,+1 514-842-7244,941.9909806326245,45.523868,-73.582237,4461 Rue Saint-Denis,,,Montreal,H2J 2L2,CA,QC,"['4461 Rue Saint-Denis', 'Montreal, QC H2J 2L2', 'Canada']",a32e2261fca6732a8f47eec9fef69017
131,KHcqvfwkGv6k6KtLDcpogQ,sparrow-montréal,Sparrow,https://s3-media2.fl.yelpcdn.com/bphoto/j0WBj98DzqL1PTzOrBOQ9Q/o.jpg,False,https://www.yelp.com/biz/sparrow-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,208.0,4.0,[],$$,+15145071642,+1 514-507-1642,1034.2509352968664,45.52453,-73.59662,5322 Boulevard Saint-Laurent,,,Montreal,H2T 1A5,CA,QC,"['5322 Boulevard Saint-Laurent', 'Montreal, QC H2T 1A5', 'Canada']",a32e2261fca6732a8f47eec9fef69017
132,o7MzamFzaLiCFDmfXAmyRA,le-normandie-montréal,Le Normandie,https://s3-media1.fl.yelpcdn.com/bphoto/cSCVUAQfSP7vvDSULHep-A/o.jpg,False,https://www.yelp.com/biz/le-normandie-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,8.0,4.5,[],$,+15143034013,+1 514-303-4013,322.68118279690776,45.5173105503775,-73.5564899817109,1295 Rue Amherst,,,Montreal,H2L 3K9,CA,QC,"['1295 Rue Amherst', 'Montreal, QC H2L 3K9', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
133,BCSofuQwu1VE8wjzDaQ3qQ,the-coldroom-montréal-2,The Coldroom,https://s3-media1.fl.yelpcdn.com/bphoto/ZgWgLzlMswTsdUhZkjSzlQ/o.jpg,False,https://www.yelp.com/biz/the-coldroom-montr%C3%A9al-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,242.0,4.5,[],$$,+15142946911,+1 514-294-6911,1113.1117972927918,45.507117,-73.553148,Rue Saint-Vincent,,,Montreal,H2Y 1G8,CA,QC,"['Rue Saint-Vincent', 'Montreal, QC H2Y 1G8', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
134,EQCd_CUFrK_gSARL7s01fw,la-distillerie-no-1-montréal-7,La Distillerie No.1,https://s3-media2.fl.yelpcdn.com/bphoto/HEHvlXrk3jRwEmO-U3DVog/o.jpg,False,https://www.yelp.com/biz/la-distillerie-no-1-montr%C3%A9al-7?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,315.0,4.5,[],$$,+15144482461,+1 514-448-2461,430.3230466836758,45.514822,-73.565401,300 Rue Ontario E,,,Montreal,H2X 1H6,CA,QC,"['300 Rue Ontario E', 'Montreal, QC H2X 1H6', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
135,SbFWAF3Rhtb-vvl5WUqg_A,yermad-montréal,Yer'Mad,https://s3-media2.fl.yelpcdn.com/bphoto/oHnmVpvDB88UETi4NKDKfA/o.jpg,False,https://www.yelp.com/biz/yermad-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,15.0,4.5,[],$,+15145229392,+1 514-522-9392,153.72798308722744,45.5171961,-73.559534,901 Boulevard de Maisonneuve E,,,Montreal,H2L 1Z2,CA,QC,"['901 Boulevard de Maisonneuve E', 'Montreal, QC H2L 1Z2', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
136,RO32EAy8IfnWAm04vCPmzA,le-4e-mur-montréal,Le 4e Mur,https://s3-media2.fl.yelpcdn.com/bphoto/5FUAUP4srPLqVd-P7x_uzQ/o.jpg,False,https://www.yelp.com/biz/le-4e-mur-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,99.0,4.5,[],$$,+14383968947,+1 438-396-8947,445.300853731079,45.5161779,-73.5657819,2021 Rue Saint-Denis,,,Montreal,H2X 3K8,CA,QC,"['2021 Rue Saint-Denis', 'Montreal, QC H2X 3K8', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
137,MIRu1QpQT0ymwk5k3ozNjg,renard-montréal,Renard,https://s3-media2.fl.yelpcdn.com/bphoto/QKOrSl4j0mq8zJpU5B37IA/o.jpg,False,https://www.yelp.com/biz/renard-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,21.0,4.0,[],$$,+15149030648,+1 514-903-0648,503.1384245470304,45.51901,-73.5552699,1272 Rue Sainte-Catherine E,,,Montreal,H2L 2H2,CA,QC,"['1272 Rue Sainte-Catherine E', 'Montreal, QC H2L 2H2', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
138,rgriAyAgPcs3sZHOrvF8ig,pub-le-sainte-élisabeth-montréal,Pub le Sainte-Élisabeth,https://s3-media3.fl.yelpcdn.com/bphoto/Gh_BMpxTPfN6jAQisR8O9Q/o.jpg,False,https://www.yelp.com/biz/pub-le-sainte-%C3%A9lisabeth-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,123.0,4.0,[],$$,+15142864302,+1 514-286-4302,430.7081836580733,45.51231019999999,-73.56226831411868,1412 Rue Sainte-Élisabeth,,,Montreal,H2X 3C6,CA,QC,"['1412 Rue Sainte-Élisabeth', 'Montreal, QC H2X 3C6', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
139,QPq7OiHqyONN9relgqwFZA,midway-montréal-3,Midway,https://s3-media4.fl.yelpcdn.com/bphoto/6OOWv7cEcGA1TRiQDjIdTQ/o.jpg,False,https://www.yelp.com/biz/midway-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,35.0,4.0,[],$$,+15143989669,+1 514-398-9669,725.4977406737037,45.50974,-73.563279,1219 Boulevard Saint-Laurent,,,Montreal,H2X 2S6,CA,QC,"['1219 Boulevard Saint-Laurent', 'Montreal, QC H2X 2S6', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
140,XQDWifQPvL2R_c3ptJ8D2g,randolph-pub-ludique-montréal-6,Randolph Pub Ludique,https://s3-media1.fl.yelpcdn.com/bphoto/z5_6vyhgRT4zWfkwBk8gVA/o.jpg,False,https://www.yelp.com/biz/randolph-pub-ludique-montr%C3%A9al-6?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,96.0,4.5,[],$$,+15144195001,+1 514-419-5001,465.5630480402065,45.5164298,-73.5660051,2041 Rue Saint-Denis,,,Montreal,H2X 3K8,CA,QC,"['2041 Rue Saint-Denis', 'Montreal, QC H2X 3K8', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
141,cGXuJydIyA_j_8nY-hYe1A,stereo-montréal-3,Stereo,https://s3-media4.fl.yelpcdn.com/bphoto/38RjMu4vkKnz787uka_teA/o.jpg,False,https://www.yelp.com/biz/stereo-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,54.0,3.5,[],$$$,+15146582646,+1 514-658-2646,155.8779461003504,45.515975,-73.558089,858 Rue Sainte-Catherine E,,,Montreal,H2L 2E3,CA,QC,"['858 Rue Sainte-Catherine E', 'Montreal, QC H2L 2E3', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
142,6yrZA98dlYpoSRMjMOTTuw,patricks-pub-montréal,Patrick's Pub,https://s3-media3.fl.yelpcdn.com/bphoto/azeJLezT3hDvwtWI6q45hQ/o.jpg,False,https://www.yelp.com/biz/patricks-pub-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,25.0,3.5,[],$$,+14383827266,+1 438-382-7266,309.37630470269175,45.51563,-73.56398,1707 Rue Saint-Denis,,,Montreal,H2X 3K4,CA,QC,"['1707 Rue Saint-Denis', 'Montreal, QC H2X 3K4', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
143,uyyvYlZRUK3UWMDllDRWxA,ginkgo-montréal-2,Ginkgo,https://s3-media3.fl.yelpcdn.com/bphoto/dD0sx5IzN8fXXKsQD9UqEg/o.jpg,False,https://www.yelp.com/biz/ginkgo-montr%C3%A9al-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,75.0,4.0,[],$$,+15143794449,+1 514-379-4449,350.5879960754462,45.512796738351,-73.5610990226269,308 Rue Sainte-Catherine E,,,Montreal,H2X 1L7,CA,QC,"['308 Rue Sainte-Catherine E', 'Montreal, QC H2X 1L7', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
144,hdJlf4YNdDtQA67nXvFeyw,arcade-mtl-montréal,Arcade MTL,https://s3-media3.fl.yelpcdn.com/bphoto/SxiAd7eP8PnNW9jzCKSFBg/o.jpg,False,https://www.yelp.com/biz/arcade-mtl-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,26.0,4.5,[],$,+15143031123,+1 514-303-1123,451.5590280705816,45.51639,-73.56581,2031 Rue Saint-Denis,,,Montreal,H2X 3K8,CA,QC,"['2031 Rue Saint-Denis', 'Montreal, QC H2X 3K8', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
145,qVdVY4YN0Rr0uKPkE1ltgQ,le-mal-nécessaire-montréal-3,Le Mal Nécessaire,https://s3-media4.fl.yelpcdn.com/bphoto/CoaPgsAttjRx0IlEi8OrLw/o.jpg,False,https://www.yelp.com/biz/le-mal-n%C3%A9cessaire-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,163.0,4.0,[],$$,+15144399199,+1 514-439-9199,816.1869315186077,45.5085754,-73.5612698,1106B Saint Laurent Boulevard,,,Montreal,H2Z 1J5,CA,QC,"['1106B Saint Laurent Boulevard', 'Montreal, QC H2Z 1J5', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
146,Od15y4U3Z8w5dRQJLKAjyg,stereobar-montréal,Stereobar,https://s3-media2.fl.yelpcdn.com/bphoto/ElhaKxpqfZ4kpVgPOLiKWQ/o.jpg,False,https://www.yelp.com/biz/stereobar-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,6.0,2.5,[],$$$,+15146582646,+1 514-658-2646,140.05871671082429,45.5160537,-73.5583058,856 Rue Sainte-Catherine E,,,Montreal,H2L 2E3,CA,QC,"['856 Rue Sainte-Catherine E', 'Montreal, QC H2L 2E3', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
147,B5kbcJs8FlS0oF-moPJ6NA,bistro-à-jojo-montréal-4,Bistro à Jojo,https://s3-media2.fl.yelpcdn.com/bphoto/Lqy_y6RAjGYNcMKVFvMd5A/o.jpg,False,https://www.yelp.com/biz/bistro-%C3%A0-jojo-montr%C3%A9al-4?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,23.0,4.0,[],$$,+15148435015,+1 514-843-5015,244.95946695753173,45.515150848067,-73.56305627488406,1627 Rue Saint-Denis,,,Montreal,H2X 3K3,CA,QC,"['1627 Rue Saint-Denis', 'Montreal, QC H2X 3K3', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
148,JsWnBDHZW1HFkgJVYCaEfg,le-blossom-montréal,Le Blossom,https://s3-media3.fl.yelpcdn.com/bphoto/1o9xMVyQEQ9c78-3loMdVg/o.jpg,False,https://www.yelp.com/biz/le-blossom-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,31.0,3.0,[],$$,+15143793699,+1 514-379-3699,301.4238811777392,45.518375,-73.558611,1101 Boulevard de Maisonneuve E,,,Montreal,H2L 1Z6,CA,QC,"['1101 Boulevard de Maisonneuve E', 'Montreal, QC H2L 1Z6', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
149,FBUOH4QV-W5b4Spoq7KJgQ,cabaret-mado-montréal-3,Cabaret Mado,https://s3-media2.fl.yelpcdn.com/bphoto/LL1-tuF8v-rU4vIztdImuA/o.jpg,False,https://www.yelp.com/biz/cabaret-mado-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,39.0,4.0,[],$$,+15145257566,+1 514-525-7566,323.849033604324,45.5178,-73.55709,1115 Rue Sainte-Catherine E,,,Montreal,H2L 2G2,CA,QC,"['1115 Rue Sainte-Catherine E', 'Montreal, QC H2L 2G2', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
150,SEZdzNlky2JOWCtewBeWsg,bistro-au-vieux-st-hubert-montréal-3,Bistro au Vieux St-Hubert,https://s3-media2.fl.yelpcdn.com/bphoto/OqhtdBMc3adXjkRO8D67tA/o.jpg,False,https://www.yelp.com/biz/bistro-au-vieux-st-hubert-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,6.0,3.5,[],$$,+15148451571,+1 514-845-1571,190.33196797822853,45.5152,-73.55782,1241 Rue Saint-Hubert,,,Montreal,H2L 3Y8,CA,QC,"['1241 Rue Saint-Hubert', 'Montreal, QC H2L 3Y8', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
151,BReKNnKFYRld2decRXM4Og,les-foufounes-electriques-montréal-4,Les Foufounes Electriques,https://s3-media1.fl.yelpcdn.com/bphoto/aMmSjjGatg0K2Hspdrq3rw/o.jpg,False,https://www.yelp.com/biz/les-foufounes-electriques-montr%C3%A9al-4?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,78.0,3.5,[],$,+15148445539,+1 514-844-5539,592.5903410881989,45.4696055,-73.8462946,87 Saint Catherine Est,,,Montreal,H2X 1K5,CA,QC,"['87 Saint Catherine Est', 'Montreal, QC H2X 1K5', 'Canada']",f332a5c6e3f7fc73096885d6efc0f829
152,5KQrTh5gMQfZrA3yIlPrjw,bar-zoé-montréal,Bar Zoé,https://s3-media2.fl.yelpcdn.com/bphoto/eL4TqVcC6ZMNH9EWTWn6NA/o.jpg,False,https://www.yelp.com/biz/bar-zo%C3%A9-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,12.0,4.0,[],$,+15143740666,+1 514-374-0666,311.995358119342,45.55957720849615,-73.59745584119534,3296 Rue Jean-Talon E,,,Montreal,H2A 1W3,CA,QC,"['3296 Rue Jean-Talon E', 'Montreal, QC H2A 1W3', 'Canada']",0243c740e1d4fe272e0c414cdd900c7d
153,fAoGXXZLuktaim6drXwRpg,au-ptit-buck-montréal-5,Au P'tit Buck,https://s3-media4.fl.yelpcdn.com/bphoto/pmizvHH1Bj34NIZDfSDxbA/o.jpg,False,https://www.yelp.com/biz/au-ptit-buck-montr%C3%A9al-5?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,2.0,4.0,[],$,+15146589464,+1 514-658-9464,711.5540936238964,45.5533,-73.60193,2480 Rue Jean-Talon Est,,,Montreal,H2E 1W2,CA,QC,"['2480 Rue Jean-Talon Est', 'Montreal, QC H2E 1W2', 'Canada']",0243c740e1d4fe272e0c414cdd900c7d
154,whUznyO5yPSMdmU_kW2OOQ,la-zone-montréal,La Zone,,False,https://www.yelp.com/biz/la-zone-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,2.0,1.0,[],$,+15147234440,+1 514-723-4440,822.3609514289823,45.56069,-73.61181,2660 Rue Jarry E,,,Montreal,H1Z 2C7,CA,QC,"['2660 Rue Jarry E', 'Montreal, QC H1Z 2C7', 'Canada']",0243c740e1d4fe272e0c414cdd900c7d
